##r	1.006e-02
#re	8.586e-01
tia	3.056e-02
iat	1.367e-01
ati	2.302e-01
tiv	1.228e-01
ive	8.511e-01
 ty	9.136e-03
typ	4.336e-02
ype	9.366e-01
pe 	7.977e-02
e y	1.454e-02
 yo	7.043e-01
e j	1.360e-02
t s	3.878e-02
sug	3.187e-02
ugg	1.474e-01
gge	7.474e-01
ges	9.500e-02
d w	3.771e-02
 wo	1.570e-01
wou	4.582e-01
d b	5.629e-02
 en	1.360e-01
tir	6.745e-03
ire	2.896e-01
rel	2.413e-02
ely	1.205e-01
y a	1.060e-01
 ap	2.625e-02
app	5.862e-01
ppr	2.241e-01
pro	4.404e-01
opr	3.066e-02
pri	1.245e-01
ria	6.016e-02
te.	1.936e-02
#if	5.762e-02
if 	3.497e-01
agr	3.089e-01
gre	2.615e-01
ree	2.670e-02
ees	2.973e-02
sha	1.412e-01
l d	4.820e-02
 do	1.610e-01
do 	2.952e-01
o a	7.236e-02
has	1.268e-01
ed.	5.850e-02
d.#	9.825e-01
#my	9.180e-02
my 	8.798e-01
y q	1.530e-02
 qu	9.967e-01
sti	9.381e-02
n r	3.683e-02
ela	6.424e-02
lat	2.133e-01
tes	7.274e-02
s t	9.040e-02
o s	5.736e-02
 so	1.143e-01
som	1.010e-01
ome	1.426e-01
met	2.445e-02
eth	1.115e-01
hin	1.058e-01
t w	6.489e-02
l c	4.998e-02
com	3.756e-01
e u	2.307e-02
 up	1.162e-01
up 	4.530e-01
p o	7.590e-02
thu	7.971e-03
hur	3.636e-01
rsd	2.633e-02
sda	9.221e-01
ay 	6.259e-01
whi	4.628e-01
hic	2.148e-01
ich	2.650e-01
ch 	6.151e-01
h i	9.660e-02
i w	2.181e-01
 ra	7.241e-02
rai	6.274e-02
ais	4.042e-02
aga	1.771e-01
gai	2.533e-01
ain	4.419e-01
in.	9.865e-03
 cu	1.855e-02
cun	9.774e-03
unh	7.952e-03
nha	7.465e-01
ha 	6.679e-03
a r	4.832e-02
rep	6.402e-02
epo	4.902e-01
por	3.754e-01
ort	2.378e-01
rt 	2.826e-01
n m	2.912e-02
 mu	8.130e-02
mul	5.405e-02
ult	9.257e-02
lti	1.370e-01
ian	9.210e-03
ann	2.833e-02
nnu	8.532e-02
nua	1.476e-01
ual	4.446e-01
al 	4.349e-01
l g	1.615e-02
 gu	1.901e-01
gui	5.047e-01
uid	3.763e-01
ida	3.265e-02
dan	1.718e-01
anc	5.797e-02
rog	8.178e-02
ogr	7.207e-01
gra	3.457e-01
ram	9.640e-02
amm	1.745e-01
mme	2.144e-01
mes	4.484e-02
s b	3.717e-02
bef	2.324e-02
efo	3.568e-01
ore	9.212e-02
d c	3.523e-02
nta	4.698e-02
tai	1.176e-01
ins	2.870e-02
opo	1.391e-01
pos	1.558e-01
osa	1.562e-01
sal	1.456e-01
l i	4.464e-02
ara	1.988e-02
rag	1.591e-02
rap	5.103e-02
aph	3.876e-02
ph 	1.311e-01
h 0	1.890e-02
0 t	3.023e-02
rm 	2.935e-01
m o	8.957e-02
f q	1.404e-02
quo	2.457e-02
uot	6.220e-01
ota	2.080e-02
ta 	1.918e-02
pen	5.100e-02
ena	1.390e-02
nal	4.473e-01
alt	2.048e-02
tie	4.693e-02
tro	4.487e-02
rod	4.397e-02
odu	1.694e-01
duc	4.215e-01
uce	1.003e-01
ced	7.217e-02
d f	3.358e-02
r c	3.689e-02
s w	5.805e-02
h f	2.753e-02
 fa	1.026e-01
fai	1.710e-01
ail	1.322e-01
il 	1.519e-01
o m	4.627e-02
mee	1.518e-02
eet	2.973e-02
et 	1.802e-01
hei	2.336e-02
eir	4.237e-01
ir 	2.152e-01
r f	3.279e-02
 fl	1.625e-02
fle	4.381e-01
lee	1.014e-02
t r	2.911e-02
red	3.099e-02
edu	3.343e-02
uct	4.746e-01
 ta	2.783e-02
tar	5.005e-02
arg	3.152e-02
rge	5.831e-01
get	9.141e-02
ets	1.260e-02
ts 	7.346e-01
lly	1.869e-01
ly.	4.915e-02
y.#	9.877e-01
#it	1.750e-01
it 	1.726e-01
 sa	7.190e-02
say	9.623e-02
e d	3.128e-02
don	1.244e-01
des	4.642e-02
esp	4.048e-02
spi	5.843e-02
pit	2.880e-01
inc	4.989e-02
nci	1.399e-01
cip	9.260e-02
ipl	4.134e-01
f r	3.196e-02
sta	1.681e-01
tab	6.742e-02
abi	8.117e-02
bil	5.567e-01
ili	1.230e-01
lit	9.846e-02
ity	1.117e-01
ty.	1.432e-01
#i 	4.378e-01
wan	5.662e-02
o k	1.366e-02
 kn	2.875e-01
kno	8.424e-01
now	1.278e-01
ow 	4.292e-01
w w	4.101e-02
whe	1.970e-01
het	1.347e-02
 ca	1.026e-01
can	1.747e-01
obj	4.302e-01
t k	1.299e-02
kin	7.387e-01
ind	3.906e-02
o w	2.931e-02
wha	1.138e-01
 is	1.984e-01
mer	1.981e-02
t n	2.234e-02
 no	4.809e-01
not	4.142e-01
ot 	4.205e-01
a l	4.650e-02
 le	2.083e-01
leg	4.348e-02
egi	6.018e-01
gis	6.983e-02
isl	2.477e-02
sla	6.094e-01
g i	7.952e-02
i c	3.792e-02
n c	3.448e-02
omp	1.226e-01
mpe	1.802e-01
pet	8.823e-02
ete	5.106e-02
ten	7.684e-02
y d	3.151e-02
ay.	9.931e-02
eci	1.086e-01
cis	9.260e-02
sel	4.269e-02
 ti	1.589e-02
e w	3.964e-02
n y	1.438e-02
u m	9.843e-02
 ma	2.451e-01
may	5.551e-02
 if	2.251e-02
f y	2.572e-02
wis	5.929e-02
ish	3.460e-02
sh 	1.080e-01
h r	4.048e-02
s q	1.399e-02
 i.	7.548e-03
i.e	9.994e-01
.e.	7.568e-01
e. 	2.703e-02
. o	1.739e-01
y p	4.112e-02
ior	2.688e-02
o t	1.441e-01
ese	9.088e-02
sen	7.443e-02
tat	1.871e-01
rt.	3.448e-02
t.#	9.994e-01
t c	3.298e-02
coi	7.149e-03
cid	4.597e-02
idi	4.593e-02
din	2.125e-01
g w	3.697e-02
wit	4.723e-01
ith	1.435e-01
th 	5.050e-02
h t	1.527e-01
s y	1.501e-02
 ye	2.597e-01
yea	4.502e-01
ear	1.542e-01
r s	6.324e-02
s f	4.023e-02
 fi	1.301e-01
fir	1.789e-01
irs	2.152e-01
rst	1.476e-01
t p	3.233e-02
dat	9.113e-02
set	2.342e-02
t u	2.008e-02
unf	2.655e-02
nfo	4.483e-01
rtu	6.186e-02
tun	1.514e-01
una	4.747e-02
y f	3.451e-02
r n	1.873e-02
tex	2.429e-02
exa	1.740e-01
xas	6.138e-02
 am	3.846e-02
eri	6.373e-02
ric	5.049e-02
ica	1.380e-01
ca 	1.193e-02
exe	6.610e-02
xec	1.957e-01
ecu	8.915e-03
cut	5.364e-02
uti	1.019e-01
a y	1.731e-02
ung	1.957e-02
g 0	1.303e-02
0 y	2.446e-02
aro	9.285e-03
rol	3.216e-02
old	6.194e-02
d m	3.853e-02
man	1.493e-01
n w	4.654e-02
nte	8.831e-02
o d	3.844e-02
dea	3.211e-02
eat	9.869e-02
ath	1.643e-02
th.	5.256e-03
h.#	9.994e-01
##w	8.696e-02
#we	7.250e-01
we 	4.483e-01
cal	2.060e-01
l h	2.773e-02
 hi	9.253e-02
him	1.248e-02
im 	5.727e-02
m m	2.324e-02
r h	2.752e-02
ick	1.093e-02
cks	1.165e-01
ks.	1.532e-01
s.#	9.879e-01
##a	6.960e-02
#at	5.096e-02
fre	8.832e-02
ren	3.786e-02
nch	1.641e-02
h m	3.760e-02
r m	3.279e-02
r z	1.229e-02
 zi	1.427e-01
zim	2.813e-01
era	5.213e-02
ray	7.133e-03
eti	1.417e-01
tit	4.990e-02
n h	2.410e-02
alr	2.048e-02
lre	8.586e-01
rea	8.933e-02
ead	7.258e-02
ady	9.510e-02
dy 	8.887e-01
y b	3.692e-02
any	2.707e-02
ny 	8.528e-01
sig	1.688e-02
ign	1.471e-01
gne	1.378e-01
d i	7.073e-02
ncl	1.152e-01
clu	4.393e-01
lud	3.033e-01
udi	2.535e-01
g m	2.766e-02
 my	5.971e-02
mys	5.106e-02
yse	1.220e-01
elf	3.246e-02
lf.	9.058e-02
f.#	9.994e-01
##h	2.743e-02
#ho	7.253e-01
how	1.819e-01
owe	2.058e-01
wev	6.515e-02
eve	8.190e-01
r i	5.270e-02
ask	4.002e-02
sk 	7.096e-01
k y	7.750e-02
u i	2.627e-02
 ac	4.724e-02
acc	2.387e-01
cco	3.540e-01
cor	3.458e-02
rda	9.788e-02
e l	2.370e-02
ine	5.507e-02
s n	3.004e-02
w c	5.357e-02
nst	8.322e-02
tan	1.871e-01
fol	3.374e-02
oll	1.027e-01
llo	6.438e-02
low	1.235e-01
wed	2.683e-02
 by	1.327e-01
by 	9.627e-01
hol	5.090e-02
ole	1.343e-01
omm	4.326e-01
mmu	8.382e-02
mun	2.432e-01
ty 	7.631e-01
mak	1.317e-01
ake	8.130e-01
epr	1.372e-01
s u	1.756e-02
 us	2.564e-01
usi	1.062e-01
 we	2.131e-01
wei	1.070e-02
eig	1.549e-02
igh	6.206e-01
ght	4.443e-01
ht 	6.566e-01
ur 	1.946e-01
tig	6.745e-03
igi	6.211e-02
gio	4.941e-01
off	2.566e-02
ffi	3.206e-01
fic	2.634e-01
ice	5.382e-02
itu	3.712e-02
tut	5.502e-02
u r	2.627e-02
e g	2.670e-02
 go	2.058e-01
gov	9.947e-02
ove	6.464e-01
rno	1.622e-02
nor	2.391e-02
r b	3.513e-02
 bu	1.135e-01
bus	1.388e-01
ush	7.362e-03
h w	5.055e-02
pow	1.596e-02
wer	8.128e-02
r a	7.203e-02
a s	7.568e-02
tay	7.599e-03
y o	5.973e-02
f e	4.754e-02
o r	3.583e-02
iev	9.391e-02
ond	2.445e-02
nde	4.647e-02
dem	2.820e-02
emn	7.672e-03
mne	6.332e-01
per	1.966e-01
rso	4.452e-02
son	1.010e-01
les	8.552e-02
alw	1.027e-02
lwa	9.616e-01
way	2.553e-01
uph	1.866e-02
phe	3.433e-01
hel	1.449e-02
eld	2.268e-02
ld.	7.160e-03
han	7.227e-02
nk 	5.858e-01
seg	9.821e-03
egn	5.187e-03
gni	5.341e-01
ni 	1.250e-02
i i	2.132e-02
so 	3.411e-01
o g	2.475e-02
 gl	1.713e-02
gla	1.330e-01
lad	3.743e-02
adl	3.355e-02
dly	7.003e-01
dee	2.300e-02
eed	1.536e-01
 it	9.887e-02
qui	3.415e-01
uit	1.057e-01
n k	1.237e-02
 ke	2.157e-01
kee	1.824e-02
eep	1.804e-02
epi	7.455e-03
pin	2.276e-01
 ad	3.235e-02
ado	7.587e-02
dop	1.244e-01
opt	6.163e-02
pte	2.990e-01
 dr	5.791e-02
dra	5.432e-01
raw	3.201e-02
aw 	3.505e-01
w y	3.682e-02
 at	3.808e-02
att	4.440e-02
tte	5.961e-01
a c	6.109e-02
cas	7.452e-02
t h	2.782e-02
nsi	1.167e-01
sis	5.075e-02
ist	4.794e-02
y s	3.571e-02
own	1.440e-01
wn 	7.229e-01
st.	1.724e-02
ale	1.843e-02
lex	2.174e-02
xan	6.138e-02
 ni	1.245e-02
nik	1.250e-02
iki	2.168e-02
kit	3.265e-02
tin	9.009e-02
e k	1.297e-02
w a	7.869e-02
muc	1.658e-01
uch	1.925e-01
n v	1.304e-02
y m	3.812e-02
eso	1.339e-02
sol	5.360e-02
olu	4.384e-02
lut	1.071e-01
g s	3.697e-02
 sp	5.068e-02
spe	3.903e-01
pec	8.993e-02
cif	5.596e-02
ifi	2.931e-01
las	6.186e-02
ast	9.866e-02
 pl	4.364e-02
nar	2.656e-02
ary	5.165e-02
f l	2.495e-02
t y	1.686e-02
lel	1.304e-02
ega	1.600e-01
gal	5.725e-02
 wr	5.897e-03
wro	6.879e-01
ron	2.153e-02
ong	2.493e-02
g f	4.495e-02
o b	7.040e-02
ccu	7.953e-02
cus	1.487e-01
sed	9.483e-02
f c	4.131e-02
 cr	4.002e-02
cri	1.239e-01
rim	1.567e-02
imi	4.464e-02
act	3.222e-01
ivi	8.519e-02
vit	8.467e-02
 tr	2.806e-02
tre	9.215e-02
aso	2.466e-02
bec	6.981e-02
eca	9.199e-02
cau	1.465e-01
aus	5.575e-01
 ou	6.356e-02
inv	1.552e-02
nvo	3.593e-01
vol	2.086e-01
olv	8.004e-02
lve	8.440e-01
vem	2.260e-02
eme	2.660e-01
ben	2.179e-02
ene	3.990e-02
nef	2.215e-02
efi	1.070e-01
ici	7.527e-02
cia	2.691e-01
iar	4.816e-02
f h	2.027e-02
fin	1.789e-01
ndi	4.461e-02
gs.	1.600e-01
mrs	2.056e-01
 sc	2.790e-02
sch	4.308e-01
chr	4.998e-02
hro	7.293e-01
roe	2.862e-02
oed	3.726e-01
edt	2.785e-02
dte	8.009e-01
o l	2.605e-02
 lo	1.576e-01
loo	6.482e-02
ook	1.235e-01
ok 	5.431e-01
k i	7.245e-02
nto	3.683e-02
fac	3.454e-01
cts	6.058e-02
i h	5.451e-02
cei	1.727e-02
eiv	5.347e-02
d y	1.913e-02
r l	1.697e-02
let	4.493e-02
ett	4.007e-02
stl	2.400e-02
y l	2.371e-02
o c	4.040e-02
mpl	4.061e-01
pli	6.834e-02
lim	2.449e-02
u o	5.513e-02
kep	1.824e-02
ept	1.684e-01
pt 	1.939e-01
r w	4.274e-02
wor	2.384e-01
rd 	2.310e-01
t d	2.653e-02
new	5.357e-02
 ch	4.096e-02
cha	9.365e-02
nne	4.307e-01
nel	2.514e-02
els	3.246e-02
ls 	2.529e-01
ces	1.459e-01
ncr	6.855e-02
cre	5.237e-01
rab	1.884e-02
abl	6.126e-01
bly	5.037e-02
##b	1.874e-02
#bu	5.543e-01
but	6.499e-01
ut 	4.181e-01
t m	3.459e-02
ona	6.064e-02
l r	3.930e-02
t b	3.524e-02
et.	2.084e-02
#al	1.718e-01
lth	1.803e-01
oug	4.445e-02
ugh	7.311e-01
gh 	3.213e-01
 ar	7.892e-02
w t	1.624e-01
 tw	1.139e-02
two	3.656e-01
wo 	7.252e-02
o f	3.192e-02
inn	7.511e-03
nni	1.517e-01
nis	1.458e-01
h c	2.897e-02
tug	1.122e-02
ugu	6.396e-02
gue	1.067e-01
til	2.832e-02
l n	2.505e-02
no 	8.473e-02
dut	4.776e-02
utc	2.818e-02
tch	5.296e-01
l w	2.505e-02
d r	3.977e-02
h p	4.767e-02
 he	1.204e-01
 ab	2.358e-02
ews	8.368e-02
ws 	7.148e-01
too	3.139e-02
oo 	1.373e-01
pla	1.915e-01
lac	8.385e-02
ace	9.345e-02
exi	9.007e-02
xil	4.191e-02
ref	3.614e-02
mor	2.657e-01
u t	1.417e-01
o e	3.583e-02
ens	3.754e-02
nsu	6.276e-02
sur	1.915e-01
ure	1.661e-01
 ge	1.429e-01
wel	5.910e-02
ell	1.156e-01
ll.	1.726e-02
l.#	9.994e-01
#mr	5.603e-01
ooi	1.307e-02
oij	1.673e-02
ijv	9.960e-01
jva	9.737e-01
n g	1.807e-02
gor	3.416e-02
ors	2.539e-02
l y	1.704e-02
mat	1.376e-01
age	3.089e-01
gen	2.281e-01
end	7.359e-02
nda	4.275e-02
da 	3.416e-02
e q	1.486e-02
qua	2.530e-01
uae	3.099e-02
aes	7.568e-01
g o	5.160e-02
edn	8.354e-03
dne	8.424e-01
nes	1.508e-01
esd	8.876e-03
l m	3.218e-02
why	5.207e-02
hy 	9.627e-01
doe	8.499e-02
oes	2.917e-01
adh	1.048e-02
dhe	8.951e-01
hea	1.415e-02
eal	5.300e-02
h a	9.084e-02
d s	4.266e-02
saf	1.662e-01
afe	4.812e-01
fet	1.847e-01
ety	1.197e-01
ctu	1.757e-01
tua	1.426e-01
pas	5.119e-02
sse	8.144e-02
es#	6.619e-03
#wh	2.240e-01
y h	3.211e-02
 ai	1.365e-02
air	8.248e-02
r q	1.287e-02
ali	6.538e-02
n d	2.309e-02
bui	5.358e-02
uil	5.584e-02
ild	2.793e-02
ldi	2.467e-02
 el	2.600e-02
lec	2.608e-02
cte	4.618e-02
ed#	1.114e-02
n n	1.706e-02
y c	4.412e-02
mmi	5.975e-01
mit	1.296e-01
itt	5.439e-02
tee	3.989e-02
ee 	1.653e-01
 0#	1.474e-02
str	1.693e-01
tru	2.191e-01
ruc	5.293e-01
ns#	1.255e-02
irc	2.256e-02
rca	2.413e-02
 im	6.120e-02
imp	4.865e-01
mpr	1.084e-01
rov	7.824e-02
cci	7.953e-02
nt#	1.146e-02
nos	1.124e-02
osm	9.693e-03
smo	3.562e-02
mok	1.004e-02
oki	1.978e-01
g a	6.622e-02
t e	2.589e-02
enf	7.991e-03
orc	1.644e-02
rce	5.603e-01
see	4.496e-02
eem	3.674e-02
ems	4.604e-02
abs	6.661e-02
bso	1.172e-01
 di	2.144e-01
dis	1.644e-01
isg	5.817e-03
sgr	9.605e-01
rac	3.786e-02
cef	1.555e-02
efu	1.004e-01
ful	1.909e-01
ul 	3.791e-02
s l	2.011e-02
d d	2.202e-02
o n	3.127e-02
o i	4.562e-02
elv	3.490e-02
ves	6.929e-02
es.	4.950e-02
 ly	8.191e-03
lyn	6.366e-03
ynn	5.077e-01
u a	6.957e-02
rig	3.889e-02
che	5.512e-02
hec	9.370e-03
eck	6.838e-03
ck 	5.808e-01
k w	4.720e-02
y n	1.771e-02
ne.	1.766e-02
als	8.886e-02
lso	5.471e-01
efe	8.072e-02
fer	2.140e-01
col	1.597e-02
lle	8.558e-02
ege	2.029e-02
ge 	1.525e-01
i a	1.043e-01
m c	4.054e-02
 ce	3.349e-02
ert	2.893e-02
rta	1.234e-01
hey	2.268e-02
ey 	8.784e-01
y w	4.292e-02
ply	5.022e-02
reg	9.061e-02
egu	6.938e-02
gul	1.920e-01
s v	1.527e-02
 vo	3.002e-01
vot	4.448e-01
ote	1.905e-01
dez	9.988e-03
ez 	9.990e-01
z g	1.760e-01
gon	2.483e-02
onz	6.110e-03
nzl	9.990e-01
zle	9.125e-01
lez	1.014e-02
z a	1.760e-01
led	4.348e-02
d q	1.294e-02
 op	3.117e-02
opi	2.291e-02
cep	5.501e-02
de 	7.504e-02
